A1,B1,C1,C3,D1,E1,F,G,H,I,D2,E2,A2,B2,C2,Target
3,0,0,0,0,0,41.83,1.05,0,3.81,0.0,0.0,7.88,0.0,0.0,0
2,0,0,0,0,0,36.82,3.96,0,4.0,0.0,0.0,5.0,0.0,0.0,0
1,0,0,0,0,0,33.45,2.35,0,1.15,0.0,0.0,8.67,0.0,0.0,0
2,0,0,0,0,0,35.44,0.69,0,71.36,0.0,0.0,0.28,0.0,0.0,0
1,0,0,0,0,0,42.76,1.92,0,64.5,0.0,0.0,0.16,0.0,0.0,0
6,0,0,0,0,0,40.62,0.87,0,20.21,0.0,0.0,2.97,0.0,0.0,0
38,0,0,0,0,0,55.21,19.08,1,36.85,0.0,0.0,10.31,0.0,0.0,0
1,0,0,0,0,0,50.2,1.77,0,1.51,0.0,0.0,6.61,0.0,0.0,0
2,0,0,0,0,0,41.74,2.56,0,4.95,0.0,0.0,4.04,0.0,0.0,0
6,0,0,0,0,0,60.4,6.94,0,3.67,0.0,0.0,16.35,0.0,0.0,0
3,0,0,0,0,0,26.38,17.92,1,9.56,0.0,0.0,3.14,0.0,0.0,0
506,0,0,0,0,0,34.16,2.18,0,660.56,0.0,0.0,7.66,0.0,0.0,0
2,0,0,0,0,0,43.79,0.5,0,44.45,0.0,0.0,0.45,0.0,0.0,0
2,0,0,0,0,0,51.45,3.02,0,1.07,0.0,0.0,18.74,0.0,0.0,0
2,42,0,0,0,0,42.47,0.42,0,66.09,0.0,0.0,0.3,635.51,0.0,0
111,0,0,0,0,0,50.71,1.83,0,328.42,0.0,0.0,3.38,0.0,0.0,0
1,0,1,0,0,0,42.08,6.35,0,0.4,0.0,0.0,24.75,0.0,2475.25,0
1,0,0,0,0,0,32.94,2.85,0,1.2,0.0,0.0,8.34,0.0,0.0,0
1043,0,0,0,0,0,43.68,7.54,0,1098.93,0.0,0.0,9.49,0.0,0.0,0
3,0,0,0,0,0,58.5,16.86,1,2.24,0.0,0.0,13.42,0.0,0.0,0
1,0,0,0,0,0,40.5,0.28,0,3.99,0.0,0.0,2.51,0.0,0.0,0
1497,0,0,0,0,0,55.87,15.01,1,1438.01,0.0,0.0,10.41,0.0,0.0,0
18,0,0,0,0,0,47.21,5.34,0,49.52,0.0,0.0,3.63,0.0,0.0,0
2,0,0,0,0,0,35.29,0.84,0,376.97,0.0,0.0,0.05,0.0,0.0,0
2,0,0,0,0,0,55.64,11.35,0,4.56,0.0,0.0,4.39,0.0,0.0,0
36,0,0,0,0,1,46.46,0.12,0,76.24,0.0,0.13,4.72,0.0,0.0,0
122823,82,2,2,333,344,43.18,7.9,0,225143.05,0.01,0.02,5.46,0.36,0.01,0
44,0,0,0,0,0,46.4,0.67,0,40.0,0.0,0.0,11.0,0.0,0.0,0
2,0,0,0,0,0,32.96,2.91,0,1.52,0.0,0.0,13.18,0.0,0.0,0
1,0,0,0,0,0,26.6,15.04,1,1.03,0.0,0.0,9.67,0.0,0.0,0
4,0,0,0,0,0,36.28,11.43,0,4.89,0.0,0.0,8.17,0.0,0.0,0
6,0,0,0,0,0,46.56,5.78,1,11.19,0.0,0.0,5.36,0.0,0.0,0
3,0,0,0,0,0,60.98,16.69,1,10.1,0.0,0.0,2.97,0.0,0.0,0
5,0,0,0,0,0,30.39,17.32,1,4.35,0.0,0.0,11.5,0.0,0.0,0
3,0,0,0,0,0,57.43,9.75,1,21.86,0.0,0.0,1.37,0.0,0.0,0
7174,1,0,0,0,0,46.39,5.53,0,8320.68,0.0,0.0,8.62,0.12,0.0,0
4286,17,0,0,53,45,45.44,0.7,0,14586.31,0.04,0.03,2.94,1.17,0.0,0
20,0,0,0,0,0,47.31,0.25,0,30.92,0.0,0.0,6.47,0.0,0.0,0
4,0,0,0,0,0,23.21,21.08,1,14.35,0.0,0.0,2.79,0.0,0.0,0
1,0,0,0,0,0,50.69,2.26,0,0.51,0.0,0.0,19.72,0.0,0.0,0
1,0,1,1,0,0,46.94,1.49,0,1.35,0.0,0.0,7.38,0.0,738.01,0
12,0,0,0,0,0,26.8,17.5,1,13.49,0.0,0.0,8.89,0.0,0.0,0
1,0,0,0,0,0,61.35,17.05,1,7.65,0.0,0.0,1.31,0.0,0.0,0
1,0,0,0,0,0,55.12,6.69,0,1.05,0.0,0.0,9.49,0.0,0.0,0
219,0,0,0,0,2,42.67,0.87,0,356.06,0.0,0.06,6.15,0.0,0.0,0
222,3,0,0,0,0,24.47,23.22,1,1154.26,0.0,0.0,1.92,2.6,0.0,0
24,0,0,0,0,0,37.52,5.11,0,48.41,0.0,0.0,4.96,0.0,0.0,0
16,0,0,0,0,0,39.8,4.49,0,18.5,0.0,0.0,8.65,0.0,0.0,0
50,0,0,0,0,0,38.23,2.18,0,55.53,0.0,0.0,9.0,0.0,0.0,0
15999,4,27,18,34,32,39.2,7.56,1,41705.46,0.01,0.01,3.84,0.1,0.65,0
1,0,0,0,0,0,51.84,7.55,0,6.19,0.0,0.0,1.62,0.0,0.0,0
8,0,0,0,0,0,39.53,3.73,0,10.19,0.0,0.0,7.85,0.0,0.0,0
2,0,0,0,0,0,34.59,1.75,0,2.96,0.0,0.0,6.75,0.0,0.0,0
4,0,0,0,0,0,37.21,0.87,0,6.11,0.0,0.0,6.55,0.0,0.0,0
1,0,0,0,0,0,57.21,12.92,1,3.5,0.0,0.0,2.86,0.0,0.0,0
3,0,0,0,0,0,50.42,3.1,0,94.21,0.0,0.0,0.32,0.0,0.0,0
3,0,0,0,0,0,27.81,13.83,1,10.73,0.0,0.0,2.79,0.0,0.0,0
7,0,0,0,0,0,50.44,9.66,1,9.73,0.0,0.0,7.19,0.0,0.0,0
1094,0,0,0,0,0,40.74,6.97,0,684.57,0.0,0.0,15.98,0.0,0.0,0
3,0,0,0,0,0,45.7,6.1,0,1.99,0.0,0.0,15.08,0.0,0.0,0
1,0,0,0,0,0,29.94,12.69,1,43.89,0.0,0.0,0.23,0.0,0.0,0
14,0,0,0,0,0,19.09,11.18,1,26.89,0.0,0.0,5.21,0.0,0.0,0
1,0,0,0,0,0,36.5,0.37,0,18.02,0.0,0.0,0.55,0.0,0.0,0
30,0,0,0,0,0,46.73,0.34,0,60.0,0.0,0.0,5.0,0.0,0.0,0
40,0,0,0,0,0,48.2,1.13,0,37.83,0.0,0.0,10.57,0.0,0.0,0
3,0,0,0,0,0,35.03,5.75,1,8.99,0.0,0.0,3.34,0.0,0.0,0
1569,1,0,0,0,0,42.02,1.15,0,1587.75,0.0,0.0,9.88,0.63,0.0,0
9,0,0,0,0,0,37.4,1.53,0,9.8,0.0,0.0,9.19,0.0,0.0,0
70,0,0,0,0,0,51.32,3.26,0,135.48,0.0,0.0,5.17,0.0,0.0,0
28,0,0,0,0,0,40.33,4.2,0,33.2,0.0,0.0,8.43,0.0,0.0,0
5,0,0,0,0,0,42.2,4.86,0,15.0,0.0,0.0,3.33,0.0,0.0,0
1,0,0,0,0,0,52.75,8.46,0,3.99,0.0,0.0,2.5,0.0,0.0,0
5,0,0,0,0,0,43.23,7.1,0,26.7,0.0,0.0,1.87,0.0,0.0,0
14,1,0,0,0,0,50.77,0.31,0,22.55,0.0,0.0,6.21,44.34,0.0,0
1,0,0,0,0,0,60.37,16.08,1,3.02,0.0,0.0,3.31,0.0,0.0,0
1,0,0,0,0,0,38.26,3.38,0,1.55,0.0,0.0,6.45,0.0,0.0,0
1,0,1,1,0,0,44.8,3.63,0,1.03,0.0,0.0,9.72,0.0,971.82,0
12677,4,6,0,81,42,40.26,0.29,0,42306.18,0.02,0.01,3.0,0.09,0.14,0
3,0,0,0,0,0,38.46,8.18,1,21.29,0.0,0.0,1.41,0.0,0.0,0
26,0,0,0,0,0,38.68,0.71,0,174.79,0.0,0.0,1.49,0.0,0.0,0
2,0,0,0,0,0,40.43,6.65,0,1.13,0.0,0.0,17.73,0.0,0.0,0
1,0,0,0,0,0,33.12,2.68,0,1.74,0.0,0.0,5.75,0.0,0.0,0
49,0,0,0,0,0,47.5,3.2,0,62.61,0.0,0.0,7.83,0.0,0.0,0
1684,0,0,0,6,0,41.17,6.54,0,1100.93,0.05,0.0,15.3,0.0,0.0,0
49,0,0,0,0,2,47.26,0.19,0,69.08,0.0,0.29,7.09,0.0,0.0,0
1,0,0,0,0,0,18.93,17.2,1,14.47,0.0,0.0,0.69,0.0,0.0,0
2,0,0,0,0,0,34.85,9.44,0,5.54,0.0,0.0,3.61,0.0,0.0,0
81516,2,8,2,294,80,37.79,2.79,0,223233.33,0.01,0.0,3.65,0.01,0.04,0
1,0,0,0,0,0,39.38,1.48,0,1.0,0.0,0.0,9.97,0.0,0.0,0
41,0,0,0,24,4,42.36,0.55,0,181.33,1.32,0.22,2.26,0.0,0.0,0
6,0,0,0,0,0,36.87,4.26,0,100.32,0.0,0.0,0.6,0.0,0.0,0
1,0,0,0,0,0,35.05,1.08,0,74.84,0.0,0.0,0.13,0.0,0.0,0
81,0,11,2,0,0,47.0,3.67,1,229.0,0.0,0.0,3.54,0.0,48.03,0
1,0,0,0,0,0,60.04,15.74,1,6.36,0.0,0.0,1.57,0.0,0.0,0
37,0,0,0,0,0,48.25,0.93,0,372.05,0.0,0.0,0.99,0.0,0.0,0
345,1,0,0,0,0,33.32,0.81,0,513.71,0.0,0.0,6.72,1.95,0.0,0
86,0,0,0,0,0,46.69,0.37,0,140.0,0.0,0.0,6.14,0.0,0.0,0
2,0,0,0,0,0,38.82,1.96,0,15.26,0.0,0.0,1.31,0.0,0.0,0
5,0,0,0,0,0,40.27,7.43,0,12.06,0.0,0.0,4.14,0.0,0.0,0
3,0,0,0,0,0,45.1,4.32,0,17.26,0.0,0.0,1.74,0.0,0.0,0
3,0,0,0,0,0,40.51,1.0,0,28.51,0.0,0.0,1.05,0.0,0.0,0
3,0,0,0,0,0,40.56,0.96,0,2.89,0.0,0.0,10.39,0.0,0.0,0
46,0,0,0,0,0,51.59,3.53,0,150.61,0.0,0.0,3.05,0.0,0.0,0
4,0,0,0,0,0,38.28,2.15,0,9.67,0.0,0.0,4.14,0.0,0.0,0
792,0,0,0,0,1,39.82,0.27,0,1063.9,0.0,0.01,7.44,0.0,0.0,0
1,0,0,0,0,0,59.66,11.23,1,1.0,0.0,0.0,9.96,0.0,0.0,0
1,0,0,0,0,0,21.83,14.3,1,3.89,0.0,0.0,2.57,0.0,0.0,0
1,0,0,0,0,0,46.42,2.01,0,1.02,0.0,0.0,9.81,0.0,0.0,0
1,0,0,0,0,0,43.31,7.44,1,0.48,0.0,0.0,20.92,0.0,0.0,0
4,0,0,0,0,0,36.21,0.34,0,2.15,0.0,0.0,18.64,0.0,0.0,0
1,0,0,0,0,0,48.36,5.62,1,24.95,0.0,0.0,0.4,0.0,0.0,0
2,0,0,0,0,0,45.58,1.89,0,3.55,0.0,0.0,5.63,0.0,0.0,0
3,0,0,0,0,0,36.49,5.15,0,1.08,0.0,0.0,27.86,0.0,0.0,0
1,0,0,0,0,0,35.21,0.59,0,1.21,0.0,0.0,8.29,0.0,0.0,0
1,0,0,0,0,0,38.3,3.33,0,1.52,0.0,0.0,6.57,0.0,0.0,0
1,0,0,0,0,0,49.21,7.57,0,1.14,0.0,0.0,8.79,0.0,0.0,0
1,0,0,0,0,0,34.47,1.33,0,1.65,0.0,0.0,6.07,0.0,0.0,0
588,0,0,0,1,0,39.8,1.06,0,731.44,0.01,0.0,8.04,0.0,0.0,0
2,0,0,0,0,0,40.68,0.1,0,6.99,0.0,0.0,2.86,0.0,0.0,0
3,0,0,0,0,0,42.49,0.4,0,57.54,0.0,0.0,0.52,0.0,0.0,0
2,0,0,0,0,0,38.73,2.91,0,1.27,0.0,0.0,15.71,0.0,0.0,0
1,0,0,0,0,0,40.22,0.47,0,51.51,0.0,0.0,0.19,0.0,0.0,0
166,0,0,0,0,0,44.98,10.9,1,413.56,0.0,0.0,4.01,0.0,0.0,0
259,0,0,0,1,0,41.77,1.12,0,512.9,0.02,0.0,5.05,0.0,0.0,0
10,0,0,0,0,0,51.1,6.43,1,42.73,0.0,0.0,2.34,0.0,0.0,0
25,0,0,0,1,1,45.63,1.44,0,40.0,0.25,0.25,6.25,0.0,0.0,0
2,0,0,0,0,0,40.87,0.09,0,7.15,0.0,0.0,2.8,0.0,0.0,0
1373,6,0,0,26,72,36.69,1.47,0,1249.94,0.21,0.58,10.98,4.8,4.8,0
5,0,0,0,0,0,34.79,5.99,1,13.92,0.0,0.0,3.59,0.0,0.0,0
11,0,0,0,0,0,50.85,2.78,0,76.09,0.0,0.0,1.45,0.0,0.0,0
1,0,0,0,0,0,30.89,8.71,1,0.53,0.0,0.0,18.83,0.0,0.0,0
11,0,0,0,0,0,35.27,1.07,0,18.11,0.0,0.0,6.08,0.0,0.0,0
1,0,0,0,0,0,60.56,16.27,1,5.44,0.0,0.0,1.84,0.0,0.0,0
3,0,0,0,0,0,43.96,3.18,0,8.74,0.0,0.0,3.43,0.0,0.0,0
526,7,3,0,58,63,45.6,2.63,0,3952.53,0.15,0.16,1.33,1.77,0.76,0
1,0,0,0,0,0,41.95,0.14,0,1.65,0.0,0.0,6.05,0.0,0.0,0
1,0,0,0,0,0,40.54,0.59,0,113.27,0.0,0.0,0.09,0.0,0.0,0
1,0,0,0,0,0,61.65,17.35,1,3.35,0.0,0.0,2.99,0.0,0.0,0
1,0,0,0,0,0,37.98,1.84,0,12.48,0.0,0.0,0.8,0.0,0.0,0
1,0,0,0,0,0,49.5,1.79,0,2.19,0.0,0.0,4.56,0.0,0.0,0
3,0,0,0,0,0,35.24,4.36,0,2.36,0.0,0.0,12.69,0.0,0.0,0
226,0,0,0,0,0,43.7,2.84,0,226.86,0.0,0.0,9.96,0.0,0.0,0
1,0,0,0,0,0,52.68,8.39,0,5.59,0.0,0.0,1.79,0.0,0.0,0
7,0,0,0,0,0,43.09,1.45,0,3.28,0.0,0.0,21.32,0.0,0.0,0
4,0,0,0,0,0,38.63,5.67,0,8.74,0.0,0.0,4.58,0.0,0.0,0
1,0,0,0,0,0,37.37,4.27,0,1.14,0.0,0.0,8.77,0.0,0.0,0
2,0,0,0,0,0,42.14,1.37,0,7.13,0.0,0.0,2.8,0.0,0.0,0
1,0,0,0,0,0,34.2,14.23,1,2.27,0.0,0.0,4.4,0.0,0.0,0
33,0,0,0,0,0,35.78,5.0,0,25.76,0.0,0.0,12.81,0.0,0.0,0
5,0,0,0,0,0,41.21,1.61,0,3.61,0.0,0.0,13.85,0.0,0.0,0
1,0,0,0,0,0,34.07,1.79,0,1.53,0.0,0.0,6.54,0.0,0.0,0
1,0,0,0,0,0,34.16,7.48,0,1.05,0.0,0.0,9.51,0.0,0.0,0
47,0,2,2,50,50,29.5,17.46,1,74.17,6.74,6.74,6.34,0.0,26.96,1
1,0,0,0,0,0,17.51,18.62,1,7.05,0.0,0.0,1.42,0.0,0.0,0
1,0,0,0,0,0,36.65,7.65,0,17.44,0.0,0.0,0.57,0.0,0.0,0
13,0,0,0,0,0,52.3,4.23,0,15.26,0.0,0.0,8.52,0.0,0.0,0
2,0,0,0,0,0,36.17,3.43,0,1.48,0.0,0.0,13.5,0.0,0.0,0
1,0,0,0,0,0,61.14,16.85,1,3.15,0.0,0.0,3.17,0.0,0.0,0
29,0,0,0,0,0,46.0,5.22,1,50.0,0.0,0.0,5.8,0.0,0.0,0
4,0,0,0,0,0,40.93,0.84,0,9.4,0.0,0.0,4.25,0.0,0.0,0
3,0,0,0,0,0,46.89,7.29,1,3.42,0.0,0.0,8.77,0.0,0.0,0
1,0,0,0,0,0,41.88,6.55,0,0.39,0.0,0.0,25.38,0.0,0.0,0
3,0,0,0,0,0,34.85,4.75,0,2.56,0.0,0.0,11.73,0.0,0.0,0
1,0,0,0,0,0,42.49,1.8,0,3.94,0.0,0.0,2.54,0.0,0.0,0
179,0,0,0,0,0,45.02,2.13,0,261.28,0.0,0.0,6.85,0.0,0.0,0
21468,186,0,0,38,56,38.55,1.86,0,32170.66,0.01,0.02,6.67,5.78,0.0,0
27,0,0,0,2,0,50.1,2.03,0,75.27,0.27,0.0,3.59,0.0,0.0,0
1,0,0,0,0,0,35.54,0.59,0,37.04,0.0,0.0,0.27,0.0,0.0,0
9,0,0,0,0,0,41.43,1.21,0,18.35,0.0,0.0,4.91,0.0,0.0,0
42,0,0,0,0,0,53.69,9.4,0,33.96,0.0,0.0,12.37,0.0,0.0,0
27,0,0,0,0,0,35.41,3.47,1,40.97,0.0,0.0,6.59,0.0,0.0,0
50,0,0,0,0,1,45.25,1.81,0,60.0,0.0,0.17,8.33,0.0,0.0,0
4,0,0,0,0,0,36.44,3.31,0,2.0,0.0,0.0,20.05,0.0,0.0,0
1,0,0,0,0,0,50.06,13.38,1,5.66,0.0,0.0,1.77,0.0,0.0,0
1,0,0,0,0,0,22.29,0.65,0,6.54,0.0,0.0,1.53,0.0,0.0,0
4,0,0,0,0,0,41.49,0.37,0,82.29,0.0,0.0,0.49,0.0,0.0,0
75,0,0,0,0,0,45.07,2.0,1,120.0,0.0,0.0,6.25,0.0,0.0,0
1,0,0,0,0,0,44.29,8.42,1,0.37,0.0,0.0,27.17,0.0,0.0,0
1,0,0,0,0,0,34.45,7.19,0,1.08,0.0,0.0,9.29,0.0,0.0,0
42,0,0,0,0,0,35.75,5.11,0,44.36,0.0,0.0,9.47,0.0,0.0,0
4,0,0,0,0,0,42.54,1.76,0,10.99,0.0,0.0,3.64,0.0,0.0,0
1,0,0,0,0,0,40.46,4.59,0,1.87,0.0,0.0,5.34,0.0,0.0,0
3,0,0,0,0,0,40.69,3.35,0,5.0,0.0,0.0,6.0,0.0,0.0,0
7,0,46,10,0,0,50.69,8.17,1,206.17,0.0,0.0,0.34,0.0,223.12,0
15,0,0,0,0,0,43.67,1.04,0,21.82,0.0,0.0,6.87,0.0,0.0,0
274,12,0,0,0,0,40.37,0.49,0,307.72,0.0,0.0,8.9,39.0,0.0,0
1,0,0,0,0,0,61.06,16.76,1,6.75,0.0,0.0,1.48,0.0,0.0,0
12,0,0,0,0,0,65.68,17.97,1,7.82,0.0,0.0,15.34,0.0,0.0,0
7,0,0,0,0,0,45.09,0.79,0,5.24,0.0,0.0,13.36,0.0,0.0,0
6,0,0,0,0,0,40.23,3.55,0,6.72,0.0,0.0,8.92,0.0,0.0,0
2,0,0,0,0,0,35.18,12.5,1,119.6,0.0,0.0,0.17,0.0,0.0,0
3,0,0,0,0,0,41.76,0.13,0,1.74,0.0,0.0,17.28,0.0,0.0,0
989,0,0,0,0,0,40.37,0.49,0,1313.23,0.0,0.0,7.53,0.0,0.0,0
52,0,0,0,0,0,37.92,3.89,0,63.24,0.0,0.0,8.22,0.0,0.0,0
5,0,0,0,0,0,38.07,2.71,0,6.99,0.0,0.0,7.15,0.0,0.0,0
2,0,0,0,0,0,39.64,0.05,0,0.96,0.0,0.0,20.92,0.0,0.0,0
29,0,0,0,0,3,46.57,0.5,0,40.0,0.0,0.75,7.25,0.0,0.0,0
2,0,0,0,0,0,48.51,0.08,0,1.04,0.0,0.0,19.21,0.0,0.0,0
2,0,0,0,0,0,21.6,22.7,1,5.08,0.0,0.0,3.94,0.0,0.0,0
1,0,0,0,0,0,32.26,7.34,1,1.12,0.0,0.0,8.94,0.0,0.0,0
2,0,0,0,0,0,40.48,4.61,0,0.5,0.0,0.0,39.68,0.0,0.0,0
9,0,0,0,0,0,36.48,3.49,0,16.9,0.0,0.0,5.33,0.0,0.0,0
1,0,0,0,0,0,38.01,12.95,1,18.7,0.0,0.0,0.53,0.0,0.0,0
2,0,0,0,0,0,37.63,3.15,0,12.99,0.0,0.0,1.54,0.0,0.0,0
1,0,0,0,0,0,46.27,1.43,0,1.29,0.0,0.0,7.76,0.0,0.0,0
1,0,0,0,0,0,38.49,3.14,0,2.03,0.0,0.0,4.93,0.0,0.0,0
1594,1,1,1,0,0,59.51,12.08,1,1964.74,0.0,0.0,8.11,0.51,0.51,0
1,0,0,0,0,0,35.14,4.45,0,0.9,0.0,0.0,11.09,0.0,0.0,0
1492,18,0,0,0,0,34.02,1.85,0,1582.68,0.0,0.0,9.43,11.37,0.0,0
38228,21,22,9,2,15,42.78,1.79,0,68139.6,0.0,0.0,5.61,0.31,0.32,0
1,0,0,0,0,0,35.0,1.14,0,23.75,0.0,0.0,0.42,0.0,0.0,0
2,0,0,0,0,0,24.54,19.75,1,5.25,0.0,0.0,3.81,0.0,0.0,0
1,0,0,0,0,0,34.02,1.78,0,3.26,0.0,0.0,3.07,0.0,0.0,0
3,0,0,0,0,0,45.63,2.07,0,11.97,0.0,0.0,2.51,0.0,0.0,0
3,0,0,0,0,0,33.61,8.03,0,1.46,0.0,0.0,20.62,0.0,0.0,0
16392,48,91,6,574,1810,46.13,0.98,0,48594.89,0.12,0.37,3.37,0.99,1.87,0
24,0,0,0,0,0,37.19,7.1,0,34.62,0.0,0.0,6.93,0.0,0.0,0
1,0,0,0,0,0,60.7,16.41,1,9.14,0.0,0.0,1.09,0.0,0.0,0
28,0,0,0,0,0,47.2,2.52,0,56.84,0.0,0.0,4.93,0.0,0.0,0
3,0,0,0,0,0,57.7,16.92,1,12.24,0.0,0.0,2.45,0.0,0.0,0
48,0,0,0,0,0,31.46,9.88,1,75.24,0.0,0.0,6.38,0.0,0.0,0
2,0,0,0,0,0,35.32,6.31,0,1.19,0.0,0.0,16.82,0.0,0.0,0
29,0,0,0,0,0,38.93,1.93,0,58.49,0.0,0.0,4.96,0.0,0.0,0
2,0,1,1,0,0,46.77,1.66,0,1.05,0.0,0.0,19.01,0.0,950.57,0
2,0,0,0,0,0,54.34,5.91,0,1.0,0.0,0.0,19.94,0.0,0.0,0
1667,0,0,0,10,20,50.94,11.75,1,2531.95,0.04,0.08,6.58,0.0,0.0,0
15,0,0,0,0,0,55.12,7.06,0,19.93,0.0,0.0,7.53,0.0,0.0,0
2,0,0,0,0,0,43.9,3.8,0,1.19,0.0,0.0,16.82,0.0,0.0,0
1,0,0,0,0,0,19.4,16.73,1,3.81,0.0,0.0,2.63,0.0,0.0,0
2,0,0,0,0,0,35.86,8.44,0,6.21,0.0,0.0,3.22,0.0,0.0,0
2,0,0,0,0,0,56.36,7.93,1,0.77,0.0,0.0,25.97,0.0,0.0,0
1,0,1,1,0,0,44.73,3.7,0,1.44,0.0,0.0,6.93,0.0,693.48,0
1,0,0,0,0,0,35.03,4.57,0,0.65,0.0,0.0,15.43,0.0,0.0,0
2,0,0,0,0,0,19.06,14.72,1,3.46,0.0,0.0,5.78,0.0,0.0,0
2,0,0,0,0,0,31.73,7.87,1,1.14,0.0,0.0,17.53,0.0,0.0,0
87,0,0,0,0,0,52.63,4.57,0,172.21,0.0,0.0,5.05,0.0,0.0,0
1,0,0,0,0,0,44.72,8.74,0,41.35,0.0,0.0,0.24,0.0,0.0,0
3,0,0,0,0,0,49.18,6.29,0,63.85,0.0,0.0,0.47,0.0,0.0,0
78,0,0,0,0,3,52.63,1.55,0,416.83,0.0,0.07,1.87,0.0,0.0,0
4,0,0,0,0,0,40.33,2.3,0,63.08,0.0,0.0,0.63,0.0,0.0,0
7,0,0,0,0,0,46.4,5.82,0,15.09,0.0,0.0,4.64,0.0,0.0,0
109271,0,2,2,153,6,42.15,2.15,0,121350.02,0.01,0.0,9.0,0.0,0.02,0
6,0,0,0,0,0,48.74,1.47,0,6.37,0.0,0.0,9.42,0.0,0.0,0
1,0,0,0,0,0,21.41,27.02,1,0.42,0.0,0.0,23.53,0.0,0.0,0
32,0,0,0,0,0,43.1,4.96,0,58.53,0.0,0.0,5.47,0.0,0.0,0
1,0,0,0,0,0,36.65,2.87,0,5.68,0.0,0.0,1.76,0.0,0.0,0
1,0,0,0,0,0,45.49,5.89,0,0.59,0.0,0.0,17.04,0.0,0.0,0
4,0,0,0,0,0,47.27,5.64,0,1.85,0.0,0.0,21.59,0.0,0.0,0
5,0,0,0,0,0,15.83,25.81,1,11.96,0.0,0.0,4.18,0.0,0.0,0
17,0,0,0,0,0,46.77,0.3,0,24.5,0.0,0.0,6.94,0.0,0.0,0
683,3,2,0,0,0,48.75,1.47,0,593.09,0.0,0.0,11.52,5.06,3.37,0
1,0,13,4,0,0,34.22,3.74,0,50.2,0.0,0.0,0.2,0.0,258.95,0
3,0,0,0,0,0,45.13,2.57,0,12.26,0.0,0.0,2.45,0.0,0.0,0
2,0,0,0,0,0,36.79,3.98,0,5.99,0.0,0.0,3.34,0.0,0.0,0
1,0,0,0,0,0,31.62,4.51,0,6.09,0.0,0.0,1.64,0.0,0.0,0
1,0,0,0,0,0,53.94,6.23,0,1.21,0.0,0.0,8.3,0.0,0.0,0
4,0,0,0,0,0,32.55,11.74,0,3.21,0.0,0.0,12.47,0.0,0.0,0
193,0,0,0,0,0,43.18,1.11,0,175.3,0.0,0.0,11.01,0.0,0.0,0
27,0,0,0,0,0,44.4,0.27,0,68.47,0.0,0.0,3.94,0.0,0.0,0
7,0,0,0,0,0,60.62,1.27,0,4.2,0.0,0.0,16.67,0.0,0.0,0
27,0,0,0,0,0,43.97,3.11,0,28.5,0.0,0.0,9.47,0.0,0.0,0
8,0,0,0,0,0,52.16,10.52,0,6.08,0.0,0.0,13.17,0.0,0.0,0
2,0,0,0,0,0,46.25,4.62,0,3.44,0.0,0.0,5.81,0.0,0.0,0
5,0,0,0,0,0,51.65,12.46,1,4.63,0.0,0.0,10.8,0.0,0.0,0
37,0,0,0,0,0,45.16,1.91,1,60.0,0.0,0.0,6.17,0.0,0.0,0
7,0,0,0,0,0,52.67,2.87,0,24.65,0.0,0.0,2.84,0.0,0.0,0
2,0,0,0,0,0,31.91,12.38,0,5.74,0.0,0.0,3.48,0.0,0.0,0
1,0,0,0,0,0,51.97,7.67,0,5.06,0.0,0.0,1.98,0.0,0.0,0
1,0,0,0,0,0,43.54,4.89,0,1.54,0.0,0.0,6.49,0.0,0.0,0
26,0,0,0,0,0,39.07,0.45,0,38.32,0.0,0.0,6.79,0.0,0.0,0
43,1,0,0,0,0,50.69,4.11,1,44.74,0.0,0.0,9.61,22.35,0.0,0
90,0,0,0,0,0,44.56,2.45,0,133.0,0.0,0.0,6.77,0.0,0.0,0
2,0,0,0,0,0,39.87,1.77,0,1.09,0.0,0.0,18.42,0.0,0.0,0
940,0,0,0,0,0,34.36,6.5,1,1019.24,0.0,0.0,9.22,0.0,0.0,0
6951,1,0,0,191,59,37.94,12.77,1,18736.69,0.1,0.03,3.71,0.05,0.0,0
267,0,0,0,0,0,47.25,0.45,0,195.59,0.0,0.0,13.65,0.0,0.0,0
3,0,0,0,0,0,42.91,1.76,0,52.72,0.0,0.0,0.57,0.0,0.0,0
1,0,0,0,0,0,39.24,1.54,0,7.99,0.0,0.0,1.25,0.0,0.0,0
3,0,0,0,0,0,33.46,0.32,0,2.91,0.0,0.0,10.31,0.0,0.0,0
6,0,7,4,0,0,38.16,0.19,0,26.71,0.0,0.0,2.25,0.0,262.03,0
1,0,0,0,0,0,34.91,1.22,0,27.57,0.0,0.0,0.36,0.0,0.0,0
479,0,0,0,0,0,36.89,1.02,0,581.76,0.0,0.0,8.23,0.0,0.0,0
1,0,0,0,0,0,40.87,1.27,0,3.74,0.0,0.0,2.68,0.0,0.0,0
1,0,0,0,0,0,41.49,1.98,0,22.56,0.0,0.0,0.44,0.0,0.0,0
1,0,0,0,0,0,18.96,17.17,1,17.95,0.0,0.0,0.56,0.0,0.0,0
1,0,0,0,0,0,44.04,4.39,0,0.82,0.0,0.0,12.17,0.0,0.0,0
48,0,0,0,0,0,36.43,12.25,1,35.74,0.0,0.0,13.43,0.0,0.0,0
55,0,0,0,0,0,58.14,11.37,1,78.13,0.0,0.0,7.04,0.0,0.0,0
1,0,0,0,0,0,19.07,17.06,1,4.27,0.0,0.0,2.34,0.0,0.0,0
